unit	class	families	line
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	bṛhaspatimupāsīnaṃ sarvajñānārthakovidam
brahmandapurana_khanda-2_u	vayubd	brahmapurana,kurmapurana,vayu,vayupurana	putraḥ śaṃyurimaṃ praśnaṃ papraccha vinayānvitaḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	samudbhūtāḥ kathaṃ caite pitṛtvaṃ samupāgatāḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	kasmācca pitaraḥ pūrvaṃ yajñaṃ puṣṇanti nityaśaḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	kriyāśca sarvā varttante śrāddhapūrvā mahātmanām
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	keṣu cāpyakṣayaṃ śrāddhaṃ tīrtheṣu ca nadīṣu ca
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	keṣu vai sarvamāptoti śrāddhaṃ kṛtvā dvijottamaḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	vyākhyātamānupūrvyeṇa yatra codāhṛtaṃ mayā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	bṛhaspatiridaṃ samyagevaṃ pṛṣṭo mahāmatiḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	vyājahārānupūrvyeṇa praśnaṃ praśnavidāṃ varaḥ
brahmandapurana_khanda-2_u	vayubd	bhagavatapurana,bhavisyapurana,devipurana,garudapurana,mahabharata,naradapurana,padmapurana,skandamahapurana,vayu,vayupurana,visnupurana	katha yiṣyāmi te tāta yanmāṃ tvaṃ paripṛcchasi
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	dyauraṃrikṣaṃ pṛthivī nakṣatrāṇi diśasta thā
brahmandapurana_khanda-2_u	vayubd	vayupurana	sarvavedavratasnātaḥ sarvajñānavidāṃ varaḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	kīdṛśaṃ sarvabhūteśastapastepe prajā patiḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	dhyāyaṃstadā sa bhagavāṃstena lokānavāsṛjat
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	jñānāni bhūtabhavyāni lokā vedāśca sarvaśaḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	lokāḥ saṃtānakā nāma yatra tiṣṭhanti bhāsvarāḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	vairājā iti vikhyātā devānāṃ divi devatā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	devānasṛjata brahmā yogayuktānsanātanān
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	ādidevā iti khyātā mahāsattvā mahaujasaḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	sarvakāmapradāḥ pūjyā devādānavamānavaiḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	teṣāṃ sapta samākhyātā gaṇāstrailokyapūjitāḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	amūrttayastrayasteṣāṃ catvārastu samūrttayaḥ
brahmandapurana_khanda-2_u	vayubd	kurmapurana,lingapurana,vayu,vayupurana	upariṣṭāt trayasteṣāṃ varttante bhāvamūrttayaḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	teṣāmadhastādvarttante catvāraḥ sūkṣmamūrttayaḥ
brahmandapurana_khanda-2_u	vayubd	vayupurana	annaṃ bhavati vai vṛṣṭyā lokānāṃ saṃbhavastataḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	āpyāyayanti te yasmātsomaṃ cānnaṃ ca yogataḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	ūcustānvai pitṝṃsta smāllokānāṃ lokasattamāḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	manojavāḥ svadhābhakṣyaḥ sarvakāmapariṣkṛtāḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	lobhamohabhayopetā niścintāḥ śoka varjitāḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	ete yogaṃ parityajya prāptā lokānsudarśanān
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	divyāḥ puṇyā vipāpmāno mahātmāno bhavantyuta
brahmandapurana_khanda-2_u	vayubd	mahabharata,vayu,vayupurana	nirākhyopāsyatā yānti saritaṃ sāgaraṃ yathā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	śrāddhe prītāstataḥ somaṃ pitaro yogamāsthitāḥ
brahmandapurana_khanda-2_u	other	sivapurana	tasmācchrāddhāni deyāni yogānāṃ yatnataḥ sadā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	pitṝṇāṃ hi balaṃ yogo yogātsomaḥ pravarttate
brahmandapurana_khanda-2_u	vayubd	garudapurana,sivapurana,vayu,vayupurana	mantrajñānāṃ sahasreṇa snātakānāṃ śatena ca
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	yogācāryeṇa yadbhuktaṃ trāyate mahāto bhayāt
brahmandapurana_khanda-2_u	vayubd	sivapurana,vayu,vayupurana	gṛhasthānāṃ sahasreṇa vānaprasthaśatena ca
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	nāstiko vāpyadharmo vā saṃkīrmastaskaro 'pi vā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	nānyatra tāraṇaṃ dānaṃ yogeṣvāha prajāpatiḥ
brahmandapurana_khanda-2_u	vayubd	bhavisyapurana,mahabharata,vayu,vayupurana	pitarastasya tuṣyanti suvṛṣṭenaiva karṣakāḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	alābhe dhyānaniṣṭhānāṃ bhojayedbrahmacāriṇam
brahmandapurana_khanda-2_u	vayubd	mahabharata,vayu,vayupurana	yastiṣṭhedekapādena vāyubhakṣaḥ śataṃ samāḥ
brahmandapurana_khanda-2_u	vayubd	mahabharata,vayu,vayupurana	dhyānayogī parastasmāditi brahmānuśāsanam
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	ādya eṣa gaṇaḥ proktaḥ pitṝṇāmamitaujasām
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	bhāvayansarvalokānvai sthita eṣa gaṇaḥ sadā
brahmandapurana_khanda-2_u	ppl	bhavisyapurana,kalikapurana,kirfel,lingapurana,mahabharata,matsyapurana,naradapurana,padmapurana,vayu,vayupurana,visnudharma	ata ūrdhvaṃ pravakṣyāmi sarvānapi gaṇānpunaḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	saṃtatiṃ saṃsthitiṃ caiva bhāvanāṃ ca yathākramam
brahmandapurana_khanda-2_u	vayubd	harivamsa,sivapurana,vayu,vayupurana	saptaite jayatāṃ śreṣṭhāḥ svarge pitṛgaṇāḥ smṛtāḥ
brahmandapurana_khanda-2_u	other	harivamsa	teṣāṃ lokānvisargaṃ ca kīrttayiṣye nibodhata
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	yāvai duhitarasteṣāṃ dauhitrāśceva ye smṛtāḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	lokāḥ saṃtānakā nāma yatra tiṣṭhanti bhāsvarāḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,matsyapurana,padmapurana,vayu,vayupurana	amūrttayaḥ pitṛgaṇāste vai putrāḥ prajāpateḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	virājasya dvijaśreṣṭhā vairājā iti viśrutāḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,sivapurana,vayu,vayupurana	śrāddhairāpyāyitāste vai somamāpyāyayanti ca
brahmandapurana_khanda-2_u	vayubd	sivapurana,vayu,vayupurana	āpyāyitastataḥ somo lokānāpyāyayatyuta
brahmandapurana_khanda-2_u	vayubd	harivamsa,matsyapurana,padmapurana,vamanapurana,vayu,vayupurana	eteṣāṃ mānasī kanyā menā nāma mahāgireḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	tisraḥ kanyāstu menāyāṃ janayāmāsa śailārāṭ
brahmandapurana_khanda-2_u	vayubd	brahmapurana,harivamsa,skandapurana,vayu,vayupurana	aparṇāmekaparṇāṃ ca tṛtīyāmekapāṭalām
brahmandapurana_khanda-2_u	vayubd	brahmapurana,skandapurana,vayu,vayupurana	nyagrodhame kaparṇā tu pāṭhalaṃ tvekapāṭalā
brahmandapurana_khanda-2_u	vayubd	brahmapurana,harivamsa,mahabharata,matsyapurana,padmapurana,skandapurana,vayu,vayupurana	śataṃ varṣasahasrāṇāṃ duścaraṃ devadānavaiḥ
brahmandapurana_khanda-2_u	vayubd	brahmapurana,harivamsa,skandapurana,vayu,vayupurana	āhāramekaparṇena hyekaparṇā samācarat
brahmandapurana_khanda-2_u	vayubd	skandapurana,vayu,vayupurana	pāṭalenaiva caikena vyadadhādekapāṭalā
brahmandapurana_khanda-2_u	vayubd	brahmapurana,vayu,vayupurana	pūrṇe varṣasahasre dve cāhāraṃ vai prajakratuḥ
brahmandapurana_khanda-2_u	vayubd	brahmapurana,harivamsa,skandamahapurana,skandapurana,vayu,vayupurana	ekā tatra nirāhārā tāṃ mātā pratyabhāṣata
brahmandapurana_khanda-2_u	vayubd	brahmapurana,harivamsa,skandapurana,vayu,vayupurana	niṣedhayantī someti mātṛsrehena duḥkhitā
brahmandapurana_khanda-2_u	vayubd	brahmapurana,harivamsa,skandamahapurana,skandapurana,vayu,vayupurana	sā tathoktā tadāparṇā devī duścaracāriṇī
brahmandapurana_khanda-2_u	vayubd	kurmapurana,matsyapurana,padmapurana,skandamahapurana,vayu,vayupurana	umeti hi mahābhāgā triṣu lokeṣu viśrutā
brahmandapurana_khanda-2_u	vayubd	brahmapurana,skandapurana,vayu,vayupurana	etāsāṃ tapasā sṛṣṭaṃ yāvadbhūmirddhariṣyati
brahmandapurana_khanda-2_u	vayubd	brahmapurana,harivamsa,skandapurana,vayu,vayupurana	tapaḥśarīrāstāḥ sarvāsthisro yogabalānvitāḥ
brahmandapurana_khanda-2_u	ppl	brahmapurana,kirfel,lingapurana,skandapurana,vayu,vayupurana	sarvāstāḥ sumahābhāgāḥ sarvāśca sthirayauvanāḥ
brahmandapurana_khanda-2_u	ppl	harivamsa,kirfel,lingapurana,vayu,vayupurana	sarvāśca brahmavādinyaḥ sarvāścaivordhvaretasaḥ
brahmandapurana_khanda-2_u	vayubd	brahmapurana,harivamsa,skandapurana,vayu,vayupurana	umā tāsāṃ variṣṭhā ca śreṣṭhā ca varavarṇinī
brahmandapurana_khanda-2_u	vayubd	brahmapurana,skandapurana,vayu,vayupurana	dattakaścośānstasyāḥ putro vai bhṛgunandanaḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	asitasyaikaparṇā tu patnī sādhvī pativratā
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	dattā himavatā tasmai yogācāryāya dhīmate
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	devalaṃ suṣuve sā tu brahmiṣṭhaṃ jñānasaṃyutā
brahmandapurana_khanda-2_u	vayubd	brahmapurana,skandapurana,vayu,vayupurana	yā vai tāsāṃ kumārīṇāṃ tṛtīyā caikapāṭalā
brahmandapurana_khanda-2_u	vayubd	skandapurana,vayu,vayupurana	putraṃ śataśalākasya jaigīṣavyamupasthitā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	ityetā vai mahābhāgāḥ kanyā himavataḥ śubhāḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	rudrāṇī sā tu pravarā svairguṇairatiricyate
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	śleṣaṃ saṃsaktayorjñātvā śaṅkitaḥ kila vṛtrahā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	tābhyāṃ maithunaśaktābhyāmapatyodbhavabhīruṇā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	tayoḥ sakāśamindreṇa preṣito havyavāhanaḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	umāṃ devaḥ samutsṛjya śukraṃ bhūmau vyasarjayat
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	idaṃ coktavatī vahniṃ roṣagadgadayā girā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	yasmānnāvavitṛptābhyāṃ rativighnaṃ hutāśana
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	yadevaṃ vigataṃ garbhaṃ raudraṃ śukraṃ mahāprabham
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	garbhe tvaṃ dhārayasvaivameṣā te daṇḍadhāraṇā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	sa śāpadoṣādrudrāṇyā antargarbho hutāśanaḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	bahūnvarṣagaṇāngarbhaṃ dhārayāmāsa vai dvija
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	sa gaṅgāmabhigamyāha śrūyatāṃ sariduttame
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	tathetyuktvā tadā sā tu saṃpratdṛṣṭā mahānadī
brahmandapurana_khanda-2_u	vayubd	sivapurana,vayu,vayupurana	taṃ garbhaṃ dhārayāmāsa dahyamānena cetasā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	sāpi kṛcchreṇa mahatā khidyamānā mahānadī
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	prakṛṣṭaṃ vyasṛjadgarbhaṃ dīpyamāna mivānalam
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	rudrāgnigaṅgātanayastatra jāto 'ruṇaprabhaḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	ādityaśatasaṃkāśo mahātejāḥ pratāpavān
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	tasmiñjāte mahābhāge kumāre jāhnavīsute
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	vimānayānairākāśaṃ patatrribhirivāvṛtam
brahmandapurana_khanda-2_u	vayubd	lingapurana,sivapurana,vayu,vayupurana	mumucuḥ puṣpavarṣaṃ ca khecarāḥ siddhacāraṇāḥ
brahmandapurana_khanda-2_u	vayubd	lingapurana,vayu,vayupurana	yakṣā vidyādharāḥ siddhāḥ kinnarāścaiva sarvaśaḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	mahānāgasahasrāṇi pravarāśca patatrriṇaḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	upatasthurmahābhāgamāgneyaṃ śaṅkarātmajam
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	prabhāveṇa hatāstena daityavānararākṣasāḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	sa hi saptarṣibhāryābhirārādevāgnisaṃbhavaḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	abhiṣekaprayātābhirdṛṣṭo varjya tvarundhatīm
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	tābhiḥ sa bālārkanibho raudraḥ parivṛtaḥ prabhuḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	tena jātena mahātā devānāmasahiṣṇavaḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	skanditā dānavagaṇāstasmātskandaḥ pratāpavān
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	jṛṃbhatastasya daityārerjvālā mālākulā tadā
brahmandapurana_khanda-2_u	vayubd	devibhagavatapurana,harivamsa,kalikapurana,vayu,vayupurana	krīḍārthaṃ caiva skandasya viṣṇunā prabhaviṣṇunā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	garuḍādatisṛṣṭau hi pakṣiṇau dvau prabhadrakau
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	mayūraḥ kukkuṭaścaiva patākā caiva vāyunā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	yasya dattā sarasvatyā mahāvīṇā mahāsvanā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	ajaḥ svayaṃbhuvā datto meṣo dattaśca śaṃbhunā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	tārake cāsuravare samudīrṇe nipātite
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	senāpatyena daityārirabhiṣiktaḥ pratāpavān
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	mātṛbhirvividhābhiśca vināyakagaṇaistataḥ
brahmandapurana_khanda-2_u	other	harivamsa	lokāḥ somapadā nāma marīceryatra vai sutāḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,matsyapurana,padmapurana,vayu,vayupurana	eteṣāṃ mānasī kanyā acchodā nāma nimnagā
brahmandapurana_khanda-2_u	other	harivamsa	sā tena vyabhicāreṇa gagane nāprajāriṇī
brahmandapurana_khanda-2_u	other	harivamsa	pitaraṃ prārthayitvānyaṃ yogabhraṣṭā papāta ha
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	trīṇyavaśyadvimānāni patantī sā divaścyutā
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayupurana	trasareṇupramāṇāni teṣu cāvasthitānpitṝn
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	susūkṣmānaparivyaktānagnīnagniṣvivāhitān
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	trāyadhvamityuvācārtā patatī cāpyavākśirāḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	tairukā sā tu mā bhaiṣī rityato 'dhiṣṭhitābhavat
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	tataḥ prasādayatsā vai sīdantī tvanayā girā
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	ūcuste pitaraḥ kanyāṃ bhraṣṭaiśvaryāṃ vyatikramāt
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	bhraṣṭaiśvaryāṃ svadoṣeṇa patasi tvaṃ śucismite
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	dhyātvā prasādaṃ te cakrustasyāstadanukaṃpayā
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	avaśyaṃ bhāvinaṃ dṛṣṭvā hyarthamūcustadā tu tām
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	somapāḥ pitaraḥ kanyāṃ rajño 'syaiva tvamāvasoḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	utpannasya pṛthivyāṃ tu mānuṣeṣu mahātmanaḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,matsyapurana,vayu,vayupurana	kanyā bhūtvā tvimāṃllokānpunaḥ prāpsyasi bhāmini
brahmandapurana_khanda-2_u	vayubd	harivamsa,matsyapurana,padmapurana,vayu,vayupurana	aṣṭāviṃśe bhavitrī tvaṃ dvāpare matsyayonijā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	asyaiva rājño duhitā hyadrikāyāmamāvasoḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	parāśarasya dāyādamṛṣiṃ tvaṃ janayiṣyasi
brahmandapurana_khanda-2_u	vayubd	vayupurana	citrāṅgadaṃ ca rājānaṃ sarvasattvabalānvitam
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	vyabhicārātpitṝṇāṃ tvaṃ prāpsyase janma kutsitam
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	tasyaiva rājñastvaṃ kanyā adrikāyāṃ bhaviṣyasi
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	kanyā bhūtvā tataśca tvamimāṃllokānavāpsyasi
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	evamukatvā tu dāśeyī jātā satyavatī tu sā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	adrikāyāḥ sutā matsyā sutā jātā hyamāvasoḥ
brahmandapurana_khanda-2_u	vayubd	kurmapurana,matsyapurana,vayu,vayupurana	adikāmatsyasaṃbhūtā gaṅgāyamunasaṃgame
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	tasyā rājño hi sā kanyā rājño vīryeṇa caiva hi
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	virajānāma te lokā divi rocanti te gaṇāḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	agniṣvāttāḥ smṛtāstatra pitaro bhāskaraprabhāḥ pulahasya prajāpateḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,matsyapurana,padmapurana,vayu,vayupurana	eteṣāṃ mānasī kanyā pīvarī nāma viśrutā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	bhavitā dvāparaṃ prāpya aṣṭāviṃśatimeva tu
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	śrīmānvyāso mahāyogī yogastasmindvijottamāḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,mahabharata,matsyapurana,padmapurana,vayu,vayupurana	vyāsādaraṇyāṃ saṃbhūto vidhūma iva pāvakaḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	parāśarakulodbhūtaḥ śuko nāma mahātapāḥ
brahmandapurana_khanda-2_u	other	harivamsa	sa tasyāṃ pitṛkanyāyāṃ pīvaryāṃ janayadvibhuḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	kṛṣṇā gauraṃ prabhuṃ śaṃbhuṃ tathā bhūriśrutaṃ ca vai
brahmandapurana_khanda-2_u	vayubd	kurmapurana,lingapurana,vayu,vayupurana	kanyāṃ kīrtimatīṃ caiva yoginīṃ yogamātaram
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayupurana	traya ete gāṇāḥ proktāścatuḥ śeṣānnibodhata
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayupurana	tānvakṣyāmi dvijaśreṣṭhāḥ prabhāmūrttimato gaṇān
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	utpannāstu svadhāyāṃ te kāvyā hyagneḥ kaveḥ sutāḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	pitaro devalokeṣu jyotirbhāsiṣu bhāsvarāḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,matsyapurana,padmapurana,vayu,vayupurana	eteṣāṃ mānasī kanyā yogotpattiritiśrutā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	dattā sanatkumāreṇa śukrasya mahiṣī tu yā
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayupurana	ekaśṛṅgeti vikhyātā bhṛgūṇāṃ kīrtivarddhinī
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	marīci garbhāste lokāḥ samāvṛtya divi sthitāḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	ete hyaṅgirasaḥ putrāḥ sādhyaiḥ saṃvarddhitāḥ purā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	upahūtāḥ smṛtāste vai pitaro bhāsvarā divi
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	tānkṣatriyagaṇāḥ sapta bhāvayanti phalārthinaḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,matsyapurana,padmapurana,vayu,vayupurana	eteṣāṃ mānasī kanyā yaśodā nāma viśrutā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	matā yā jananī devī khaṭvāṅgasya mahātmanaḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	yajñe yasya purā gītā gāthāgītairmaharṣibhiḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	agnerjanma tadā dṛṣṭvā śāṇḍilyasya mahātmanaḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	yajamānaṃ dilīpaṃ ye paśyantyatra samāhitāḥ
brahmandapurana_khanda-2_u	vayubd	brahmapurana,harivamsa,mahabharata,vayu,vayupurana	satyavrataṃ mahātmānaṃ te 'pi svargajito narāḥ
brahmandapurana_khanda-2_u	ppl	brahmapurana,harivamsa,kirfel,matsyapurana,padmapurana,sivapurana,skandamahapurana,vayu,vayupurana	ājyapā nāma pitaraḥ kardamasya prajā pateḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	lakiṣu teṣu vaivartāḥ kāmagoṣu vihaṅgamāḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	etānvaiśyagaṇāḥ śrāddhe bhāva yanti phalārthinaḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,matsyapurana,padmapurana,vayu,vayupurana	eteṣāṃ mānasī kanyā virajā nāma viśrutā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	yayāterjananī sādhvī patnī sā nahuṣasya ca
brahmandapurana_khanda-2_u	vayubd	harivamsa,mahabharata,nrsimhapurana,sivapurana,vayu,vayupurana	sukālā nāma pitaro vasiṣṭhasya mahātmanaḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	hairaṇyagarbhasya sutāḥ śūdrāstāṃ bhāvayantyuta
brahmandapurana_khanda-2_u	vayubd	harivamsa,matsyapurana,vayu,vayupurana	eteṣāṃ mānasī kanyā narmadā saritāṃ varā
brahmandapurana_khanda-2_u	vayubd	harivamsa,matsyapurana,vayu,vayupurana	sā bhāvayati bhūtāni dakṣiṇāpathagāminī
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	pitṝṇāmānupūrvyeṇa sarveṣāṃ dvijasattamāḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	tasmādetatsvadharmeṇa deyaṃ śrāddhaṃ ca śraddhayā
brahmandapurana_khanda-2_u	vayubd	harivamsa,matsyapurana,padmapurana,sivapurana,vayu,vayupurana	sarveṣāṃ rājataiḥ pātrairapi vā rajatānvitaiḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,matsyapurana,padmapurana,sivapurana,vayu,vayupurana	dattaṃ svadhāṃ purodhāya śrāddhaṃ prīṇāti vai pitṝn
brahmandapurana_khanda-2_u	vayubd	harivamsa,matsyapurana,padmapurana,sivapurana,vayu,vayupurana	pitṝnprīṇāti yo vaṃśyaḥ pitaraḥ prīṇayanti tam
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	pitaraḥ puṣṭikāmasya prajākāmasya vā punaḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	puṣṭiṃ prajāstathā svargaṃ prayacchanti na saṃśayaḥ
brahmandapurana_khanda-2_u	vayubd	garudapurana,harivamsa,mahabharata,matsyapurana,padmapurana,sivapurana,vayu,vayupurana	devakāryādapi sadā pitṛkāryaṃ viśiṣyate
brahmandapurana_khanda-2_u	vayubd	garudapurana,harivamsa,matsyapurana,padmapurana,vayu,vayupurana	devatābhyaḥ pitṝṇāṃ hi pūrvamāpyāyanaṃ smṛtam
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	na hi yoga gatiḥ sūkṣmā pitṝṇāṃ na pitṛkṣayaḥ
brahmandapurana_khanda-2_u	vayubd	harivamsa,matsyapurana,vayu,vayupurana	tapasā viprasiddhena dṛśyate māsacakṣuṣā
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	dauhitrā yajamānāśca proktā ye bhāvayanti yān
brahmandapurana_khanda-2_u	vayubd	harivamsa,vayu,vayupurana	catvāro mūrtimantastu trayasteṣāmamūrtayaḥ
brahmandapurana_khanda-2_u	vayubd	vayu,vayupurana	tebhyaḥ śrāddhāni satkṛtya devāḥ kurvanti yatnataḥ
